2665.0000	1000.0000
2580.0000	1000.0000
2590.0000	1000.0000
2398.0000	1000.0000
2417.0000	1000.0000
2678.0000	1000.0000
2912.0000	1000.0000
2688.0000	1000.0000
2430.0000	1000.0000
2519.0000	1000.0000
2440.0000	1000.0000
2403.0000	1000.0000
2463.0000	1000.0000
2487.0000	1000.0000
2524.0000	1000.0000
2744.0000	1000.0000
2435.0000	1000.0000
2421.0000	1000.0000
2786.0000	1000.0000
2599.0000	1000.0000
2566.0000	1000.0000
2426.0000	1000.0000
2417.0000	1000.0000
2440.0000	1000.0000
2627.0000	1000.0000
2454.0000	1000.0000
2458.0000	1000.0000
2468.0000	1000.0000
2824.0000	1000.0000
2814.0000	1000.0000
2926.0000	1000.0000
2885.0000	1000.0000
2917.0000	1000.0000
2912.0000	1000.0000
2950.0000	1000.0000
2777.0000	1000.0000
2912.0000	1000.0000
2735.0000	1000.0000
3020.0000	1000.0000
2735.0000	1000.0000
2735.0000	1000.0000
2594.0000	1000.0000
2940.0000	1000.0000
2833.0000	1000.0000
2871.0000	1000.0000
2842.0000	1000.0000
2880.0000	1000.0000
2871.0000	1000.0000
2871.0000	1000.0000
2847.0000	1000.0000
2917.0000	1000.0000
2524.0000	1000.0000
2548.0000	1000.0000
2562.0000	1000.0000
2557.0000	1000.0000
2524.0000	1000.0000
2678.0000	1000.0000
2706.0000	1000.0000
2496.0000	1000.0000
2510.0000	1000.0000
2562.0000	1000.0000
2730.0000	1000.0000
2880.0000	1000.0000
2739.0000	1000.0000
2543.0000	1000.0000
2491.0000	1000.0000
2524.0000	1000.0000
2608.0000	1000.0000
2533.0000	1000.0000
2458.0000	1000.0000
2496.0000	1000.0000
2571.0000	1000.0000
2552.0000	1000.0000
2552.0000	1000.0000
2552.0000	1000.0000
2548.0000	1000.0000
2580.0000	1000.0000
2576.0000	1000.0000
2641.0000	1000.0000
2637.0000	1000.0000
2665.0000	1000.0000
2608.0000	1000.0000
2627.0000	1000.0000
2585.0000	1000.0000
2618.0000	1000.0000
2627.0000	1000.0000
2590.0000	1000.0000
2720.0000	1000.0000
2716.0000	1000.0000
2688.0000	1000.0000
2777.0000	1000.0000
2795.0000	1000.0000
2772.0000	1000.0000
2767.0000	1000.0000
2856.0000	1000.0000
2795.0000	1000.0000
2838.0000	1000.0000
2800.0000	1000.0000
2758.0000	1000.0000
2805.0000	1000.0000
2795.0000	1000.0000
2805.0000	1000.0000
2791.0000	1000.0000
2795.0000	1000.0000
2805.0000	1000.0000
2781.0000	1000.0000
2777.0000	1000.0000
2810.0000	1000.0000
2810.0000	1000.0000
2781.0000	1000.0000
2819.0000	1000.0000
2800.0000	1000.0000
2772.0000	1000.0000
2781.0000	1000.0000
2777.0000	1000.0000
2795.0000	1000.0000
2781.0000	1000.0000
2739.0000	1000.0000
2590.0000	1000.0000
