   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00  -6.4400000e-02  -3.3700000e-02   3.5000000e-02   8.6000000e-03   3.0000000e-03  -1.5700000e-02  -5.3560000e-01   1.3400000e-01  -8.7600000e-02
   0.0000000e+00  -6.6500000e-02  -3.3800000e-02   3.3300000e-02   3.9700000e-02   2.3800000e-02  -7.4600000e-02  -4.1180000e-01  -7.4000000e-02   2.6960000e-01
   0.0000000e+00  -6.8700000e-02  -3.1000000e-02   3.4800000e-02  -9.4100000e-02   7.0400000e-02  -3.0800000e-02  -5.0280000e-01   2.0400000e-01   9.2500000e-02
   0.0000000e+00  -6.9600000e-02  -3.0500000e-02   3.7300000e-02  -2.2800000e-02  -4.2900000e-02  -1.6900000e-02  -3.7140000e-01   9.3200000e-02  -3.7370000e-01
   0.0000000e+00  -7.0800000e-02  -3.1900000e-02   3.8700000e-02  -6.8000000e-02   5.3100000e-02  -1.3500000e-02  -6.4690000e-01   2.8270000e-01   2.9550000e-01
   0.0000000e+00  -7.1500000e-02  -2.9000000e-02   4.1600000e-02  -4.2700000e-02  -7.5000000e-03  -3.9500000e-02  -3.4720000e-01  -4.9380000e-01  -5.4730000e-01
   0.0000000e+00  -7.5600000e-02  -2.9900000e-02   4.1700000e-02   2.0000000e-03  -2.1700000e-02  -1.1700000e-01  -5.6840000e-01  -4.6700000e-02   4.0700000e-02
   0.0000000e+00  -8.1900000e-02  -3.3600000e-02   4.1700000e-02   3.3200000e-02  -1.6430000e-01  -1.6420000e-01  -7.9210000e-01   1.1280000e-01  -2.2390000e-01
   0.0000000e+00  -8.8500000e-02  -4.1700000e-02   4.0600000e-02  -4.5000000e-02  -1.8010000e-01  -8.5600000e-02  -8.7580000e-01   1.1339000e+00   9.1530000e-01
   0.0000000e+00  -9.1200000e-02  -4.9300000e-02   4.6700000e-02  -1.7020000e-01  -1.1030000e-01  -5.0500000e-02  -5.7600000e-01   1.1063000e+00   3.4000000e-03
   0.0000000e+00  -8.9900000e-02  -6.2200000e-02   5.0600000e-02  -4.7800000e-02  -6.8720000e-01   1.1030000e-01  -6.9140000e-01   2.1154000e+00  -1.1294000e+00
