   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00  -8.9000000e-03  -5.3400000e-02   1.0950000e-01   2.7500000e-02   7.9600000e-02   7.8000000e-02  -3.3100000e-02  -4.1100000e-02   2.2810000e-01
   0.0000000e+00  -7.4000000e-03  -5.1500000e-02   1.0950000e-01   1.7900000e-02   4.2000000e-02   8.3000000e-03  -1.2410000e-01  -2.8800000e-02   2.4800000e-01
   0.0000000e+00  -7.1000000e-03  -4.9200000e-02   1.0960000e-01   2.7800000e-02   8.3700000e-02   3.3000000e-02  -2.3090000e-01   3.1620000e-01   2.3980000e-01
   0.0000000e+00  -6.5000000e-03  -4.7600000e-02   1.0980000e-01   8.8000000e-03   6.2000000e-03  -1.3700000e-02  -2.1600000e-02  -9.4200000e-02   2.0560000e-01
   0.0000000e+00  -7.4000000e-03  -4.7700000e-02   1.1030000e-01   3.6900000e-02   4.6100000e-02   1.1000000e-02  -1.6290000e-01   4.5070000e-01   2.0870000e-01
   0.0000000e+00  -5.7000000e-03  -4.4000000e-02   1.1050000e-01   2.8000000e-03   1.3370000e-01   5.7000000e-02  -3.1000000e-03   2.5000000e-02   2.4210000e-01
   0.0000000e+00  -5.0000000e-03  -3.8900000e-02   1.1100000e-01   2.6800000e-02   1.0390000e-01   1.1500000e-02   1.1300000e-02   2.2100000e-01  -1.4000000e-02
   0.0000000e+00  -4.3000000e-03  -3.3800000e-02   1.1080000e-01   4.9700000e-02   1.6170000e-01   1.1500000e-02   7.0300000e-02  -4.6100000e-02   3.6100000e-02
   0.0000000e+00  -6.2000000e-03  -2.5200000e-02   1.0710000e-01   1.7900000e-01   1.9710000e-01  -7.6500000e-02  -9.9500000e-02  -7.6500000e-02  -3.0520000e-01
   0.0000000e+00  -8.9000000e-03  -1.5600000e-02   1.0090000e-01   6.2200000e-02   1.8320000e-01   1.9100000e-02  -2.0160000e-01   6.4170000e-01   3.1050000e-01
   0.0000000e+00  -8.7000000e-03  -1.1500000e-02   1.0220000e-01  -1.8700000e-02   5.5700000e-02  -2.0800000e-02  -1.4980000e-01  -1.0000000e-04  -2.5540000e-01
   0.0000000e+00  -9.9000000e-03  -1.1900000e-02   1.0450000e-01  -3.4100000e-02   2.7000000e-03  -3.1500000e-02  -1.1780000e-01   7.4000000e-03  -1.1840000e-01
   0.0000000e+00  -1.2400000e-02  -9.2000000e-03   1.0630000e-01   2.5000000e-03   1.5950000e-01  -7.3300000e-02  -3.7800000e-02   1.1700000e-02   1.4300000e-02
   0.0000000e+00  -1.7600000e-02  -3.7000000e-03   1.0740000e-01  -1.3200000e-02   1.2220000e-01  -1.5350000e-01   3.4100000e-02  -1.7300000e-01   2.6500000e-02
   0.0000000e+00  -2.6800000e-02   7.0000000e-04   1.0890000e-01   1.0000000e-03   2.1510000e-01  -2.2470000e-01  -1.8080000e-01   1.2750000e-01  -1.1040000e-01
   0.0000000e+00  -3.4000000e-02   1.7800000e-02   1.1000000e-01   3.3000000e-03   5.5790000e-01  -1.5400000e-02  -6.0300000e-01   9.0610000e-01  -2.7120000e-01
   0.0000000e+00  -3.6500000e-02   4.1700000e-02   1.1610000e-01  -2.1330000e-01   3.8420000e-01  -1.3880000e-01  -1.7810000e-01  -5.4020000e-01  -7.5430000e-01
   0.0000000e+00  -4.1000000e-02   5.2000000e-02   1.2320000e-01  -3.1900000e-02   2.3030000e-01   1.1000000e-03  -4.9500000e-01   5.1240000e-01  -1.6106000e+00
   0.0000000e+00  -4.0300000e-02   6.2300000e-02   1.2430000e-01  -2.2500000e-02   2.2550000e-01  -3.2200000e-02  -4.7980000e-01  -3.9180000e-01  -8.6940000e-01
   0.0000000e+00  -4.3000000e-02   7.3200000e-02   1.2550000e-01   1.6800000e-02   3.6080000e-01  -1.4900000e-02  -7.7600000e-01   6.2160000e-01  -7.8610000e-01
   0.0000000e+00  -4.1400000e-02   9.1600000e-02   1.2660000e-01  -3.6900000e-02   4.4610000e-01   7.5400000e-02  -6.0200000e-01   2.3630000e-01  -8.6170000e-01
   0.0000000e+00  -3.9100000e-02   1.0960000e-01   1.3010000e-01  -6.1200000e-02   3.9270000e-01   7.0400000e-02  -4.3590000e-01   6.2700000e-02  -1.3200000e+00
   0.0000000e+00  -3.6600000e-02   1.2500000e-01   1.3440000e-01  -6.4300000e-02   3.6610000e-01   7.1600000e-02  -3.1700000e-01   9.0800000e-02  -1.5383000e+00
   0.0000000e+00  -3.4300000e-02   1.4180000e-01   1.3750000e-01  -1.1100000e-02   4.0960000e-01   5.7000000e-02  -1.9550000e-01   1.1320000e-01  -1.8821000e+00
   0.0000000e+00  -3.3400000e-02   1.6090000e-01   1.3860000e-01   1.4700000e-02   3.8260000e-01   1.5700000e-02  -2.2940000e-01   1.2500000e-01  -2.0600000e+00
   0.0000000e+00  -3.1300000e-02   1.7620000e-01   1.3890000e-01   1.9500000e-02   3.6680000e-01   9.1200000e-02  -3.1520000e-01   2.1800000e-01  -1.9232000e+00
   0.0000000e+00  -2.9700000e-02   1.8930000e-01   1.4080000e-01  -6.1500000e-02   2.6320000e-01  -1.0500000e-02  -1.7390000e-01  -3.4760000e-01  -2.0250000e+00
   0.0000000e+00  -3.1100000e-02   2.0330000e-01   1.4410000e-01  -1.2300000e-02   3.8620000e-01   6.5000000e-03  -3.3450000e-01   5.2700000e-02  -2.4685000e+00
   0.0000000e+00  -3.1300000e-02   2.1950000e-01   1.4410000e-01   3.6400000e-02   3.5310000e-01   3.4000000e-03  -3.3110000e-01  -3.0900000e-02  -2.5562000e+00
   0.0000000e+00  -3.1100000e-02   2.3130000e-01   1.4390000e-01   1.3300000e-02   1.9260000e-01   2.5700000e-02  -3.9300000e-01   1.3760000e-01  -2.5811000e+00
   0.0000000e+00  -3.0600000e-02   2.3850000e-01   1.4430000e-01   1.6600000e-02   1.9970000e-01  -2.5100000e-02  -1.8120000e-01  -3.3240000e-01  -2.5015000e+00
   0.0000000e+00  -3.3600000e-02   2.4950000e-01   1.4420000e-01   1.9300000e-02   2.9490000e-01  -1.3900000e-02  -4.9380000e-01   2.6000000e-01  -2.6858000e+00
   0.0000000e+00  -3.2700000e-02   2.6240000e-01   1.4360000e-01   4.0300000e-02   2.3360000e-01   2.3400000e-02  -3.0390000e-01  -3.2760000e-01  -2.9546000e+00
